product_name,drug_name,company_name,company_type,outcome,start_date,last_updated,din,dose,pharmaceutical_form,route_of_administration,medical_necessity,marketed_by_other_manufacturers,est_resupply_date,discontinued,discontinuation_date
CLAVULIN 400,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-04-17T00:00:00Z,2015-06-12T00:00:00Z,02238830,400 mg,Powder for Solution,Oral,No,,2015-06-10T00:00:00Z,No,
CLAVULIN 400,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-09-04T00:00:00Z,2015-11-06T00:00:00Z,02238830,400 mg,Powder for Solution,Oral,No,,2015-11-04T00:00:00Z,No,
CLAVULIN 400,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-11-30T00:00:00Z,2016-02-05T00:00:00Z,02238830,400 mg,Powder for Solution,Oral,No,,2016-02-01T00:00:00Z,No,
CLAVULIN 400,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2016-02-02T00:00:00Z,2016-03-04T00:00:00Z,02238830,400 mg,Powder for Solution,Oral,No,,2016-03-04T00:00:00Z,No,
CLAVULIN 400,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2016-03-07T00:00:00Z,2016-04-08T00:00:00Z,02238830,400 mg,Powder for Solution,Oral,No,,2016-04-04T00:00:00Z,No,
CLAVULIN,Clavulin-200,GlaxoSmithKline Inc.,Innovator,Resolved,2014-01-15T00:00:00Z,2014-02-12T00:00:00Z,02238831,200 mg/5mL,Suspension (Oral),Oral,No,,2014-02-05T00:00:00Z,No,
CLAVULIN 200,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2014-02-26T00:00:00Z,2014-03-28T00:00:00Z,02238831,200 mg,Powder for Solution,Oral,No,,2014-03-28T00:00:00Z,No,
CLAVULIN 200,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2014-12-01T00:00:00Z,2015-04-17T00:00:00Z,02238831,200 mg,Powder for Solution,Oral,No,,2015-04-14T00:00:00Z,No,
CLAVULIN 200,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-05-14T00:00:00Z,2015-06-12T00:00:00Z,02238831,200 mg,Powder for Solution,Oral,No,,2015-06-12T00:00:00Z,No,
CLAVULIN 200,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-06-18T00:00:00Z,2015-07-24T00:00:00Z,02238831,200 mg,Powder for Solution,Oral,No,,2015-08-03T00:00:00Z,No,
CLAVULIN 200,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),GlaxoSmithKline Inc.,Innovator,Resolved,2016-02-05T00:00:00Z,2016-04-01T00:00:00Z,02238831,200 mg,Powder for Solution,Oral,No,,2016-03-29T00:00:00Z,No,
GLIADEL WAFER,CARMUSTINE,Eisai Limited,Innovator,Current,2015-03-02T00:00:00Z,2015-03-02T00:00:00Z,02238985,7.7 mg,Wafer,Oral,,,,Yes,
TEVA-CLONAZEPAM,CLONAZEPAM,Teva Canada Limited,Generic,Current,2015-12-28T00:00:00Z,2016-04-27T00:00:00Z,02239025,2 mg,Tablet,Oral,,,,Yes,2016-03-01T00:00:00Z
NADRYL 50MG,DIPHENHYDRAMINE HYDROCHLORIDE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02239030,50 mg,Tablet,Oral,No,,,No,
Atacand,Atacand,AstraZeneca Canada Inc.,Innovator,Resolved,2013-12-11T00:00:00Z,2013-12-17T00:00:00Z,02239091,8 mg,Tablet,Oral,No,,2013-12-16T00:00:00Z,No,
GLYCON 850MG,METFORMIN HYDROCHLORIDE,Valeant Canada ,Generic,Current,2015-06-23T00:00:00Z,2015-06-23T00:00:00Z,02239214,850 mg,Tablet,Oral,No,,,No,
TRYPTAN TAB 250MG,TRYPTOPHAN,Valeant Canada ,Generic,Resolved,2015-03-05T00:00:00Z,2015-07-07T00:00:00Z,02239326,250 mg,Tablet,Oral,,,2015-07-10T00:00:00Z,No,
TRYPTAN TAB 750MG,TRYPTOPHAN,Valeant Canada ,Generic,Resolved,2014-12-03T00:00:00Z,2015-06-23T00:00:00Z,02239327,750 mg,Tablet,Oral,,,2015-06-10T00:00:00Z,No,
TEVA-DICLOFENAC-K,DICLOFENAC POTASSIUM,Teva Canada Limited,Generic,Current,2014-10-10T00:00:00Z,2014-10-10T00:00:00Z,02239355,50 mg,Tablet,Oral,No,,,Yes,2014-10-10T00:00:00Z
RATIO-SALBUTAMOL,SALBUTAMOL (SALBUTAMOL SULFATE),Teva Canada Limited,Generic,Resolved,2015-06-12T00:00:00Z,2015-11-12T00:00:00Z,02239365,0.5 mg,Solution,Inhalation,No,3.0,2015-11-06T00:00:00Z,No,
ZOFRAN ODT,ONDANSETRON,GlaxoSmithKline Inc.,Innovator,Resolved,2015-05-01T00:00:00Z,2015-05-29T00:00:00Z,02239373,8 mg,Tablet (Orally Disintegrating),Oral,No,,2015-05-27T00:00:00Z,No,
PMS-IPRATROPIUM,IPRATROPIUM BROMIDE,Pharmascience Inc.,Generic,Resolved,2014-12-02T00:00:00Z,2015-02-18T00:00:00Z,02239627,0.3 mg,Liquid,Inhalation,Yes,2.0,2015-02-02T00:00:00Z,No,
HALOPERIDOL-LA OMEGA,HALOPERIDOL (HALOPERIDOL DECANOATE),Omega Laboratories Ltd.,Generic,Current,2014-07-21T00:00:00Z,2014-07-21T00:00:00Z,02239640,100 mg,Liquid,Injectable,Yes,,,Yes,2012-06-01T00:00:00Z
APO-DIVALPROEX,VALPROIC ACID (DIVALPROEX SODIUM),Apotex Inc.,Generic,Current,2015-10-27T00:00:00Z,2015-11-23T00:00:00Z,02239698,125 mg,Tablet,Oral,,,2016-04-30T00:00:00Z,No,
APO-DIVALPROEX,VALPROIC ACID (DIVALPROEX SODIUM),Apotex Inc.,Generic,Current,2015-06-24T00:00:00Z,2015-11-23T00:00:00Z,02239699,250 mg,Tablet,Oral,,,2016-04-30T00:00:00Z,No,
APO-DIVALPROEX,VALPROIC ACID (DIVALPROEX SODIUM),Apotex Inc.,Generic,Current,2015-06-24T00:00:00Z,2015-11-23T00:00:00Z,02239700,500 mg,Tablet,Oral,,,2016-04-30T00:00:00Z,No,
TEVA-DIVALPROEX EC,DIVALPROEX,Teva Canada Limited,Generic,Current,2015-11-06T00:00:00Z,2016-04-07T00:00:00Z,02239701,125 mg,Tablet,Oral,,,2016-05-31T00:00:00Z,No,
TEVA-DIVALPROEX EC,DIVALPROEX,Teva Canada Limited,Generic,Current,2015-11-06T00:00:00Z,2016-03-31T00:00:00Z,02239702,250 mg,Tablet,Oral,,,2016-05-27T00:00:00Z,No,
TEVA-DIVALPROEX EC,DIVALPROEX,Teva Canada Limited,Generic,Current,2015-11-06T00:00:00Z,2016-04-14T00:00:00Z,02239703,500 mg,Tablet,Oral,,,2016-04-19T00:00:00Z,No,
NEURONTIN 600MG,GABAPENTIN,Pfizer Canada Inc.,Innovator,Resolved,2014-05-05T00:00:00Z,2014-06-16T00:00:00Z,02239717,600 mg,Tablet,Oral,,,2014-06-13T00:00:00Z,No,
NEURONTIN 800MG,GABAPENTIN,Pfizer Canada Inc.,Innovator,Resolved,2014-07-01T00:00:00Z,2014-09-25T00:00:00Z,02239718,800 mg,Tablet,Oral,,,2014-09-15T00:00:00Z,No,
MYLAN-TICLOPIDINE,TICLOPIDINE HYDROCHLORIDE,Mylan Pharmaceuticals ULC,Generic,Current,2013-09-13T00:00:00Z,2014-05-06T00:00:00Z,02239744,250 mg,Tablet,Oral,,,,No,
TEVA-MOCLOBEMIDE,MOCLOBEMIDE,Teva Canada Limited,Generic,Current,2015-12-28T00:00:00Z,2015-12-28T00:00:00Z,02239747,150 mg,Tablet,Oral,,,,Yes,2016-03-01T00:00:00Z
TEVA-MOCLOBEMIDE,MOCLOBEMIDE,Teva Canada Limited,Generic,Current,2015-11-20T00:00:00Z,2015-11-27T00:00:00Z,02239748,300 mg,Tablet,Oral,,,2015-11-20T00:00:00Z,Yes,2015-12-01T00:00:00Z
SUSTIVA 50MG,EFAVIRENZ,Bristol-Myers Squibb Canada,Innovator,Resolved,2014-08-05T00:00:00Z,2014-08-29T00:00:00Z,02239886,50 mg,Capsule,Oral,,,,No,
KETOROLAC TROMETHAMINE INJECTION USP,KETOROLAC TROMETHAMINE,Sandoz Canada Inc.,Generic,Resolved,2013-11-05T00:00:00Z,2014-03-13T00:00:00Z,02239944,30 mg,Liquid,Oral,,,,No,
KETOROLAC TROMETHAMINE INJECTION USP,KETOROLAC TROMETHAMINE,Sandoz Canada Inc.,Generic,Resolved,2015-01-19T00:00:00Z,2015-02-10T00:00:00Z,02239944,30 mg,Liquid,Oral,,,,No,
KETOROLAC TROMETHAMINE INJECTION USP,KETOROLAC TROMETHAMINE,Sandoz Canada Inc.,Generic,Current,2015-09-13T00:00:00Z,2015-09-13T00:00:00Z,02239944,30 mg,Liquid,Oral,,,2016-03-30T00:00:00Z,No,
ZITHROMAX FOR INTRAVENOUS INJECTION,AZITHROMYCIN,Pfizer Canada Inc.,Innovator,Resolved,2013-12-18T00:00:00Z,2014-04-25T00:00:00Z,02239952,500 mg,Powder for Solution,Injectable,Yes,,2014-04-25T00:00:00Z,No,
ZITHROMAX FOR INTRAVENOUS INJECTION,AZITHROMYCIN,Pfizer Canada Inc.,Innovator,Resolved,2015-03-09T00:00:00Z,2015-04-16T00:00:00Z,02239952,500 mg,Powder for Solution,Injectable,Yes,,2015-04-13T00:00:00Z,No,
RIVASOL-HC SUPPOSITORIES,HYDROCORTISONE ACETATE,LABORATOIRE RIVA INC,Generic,Current,2014-04-11T00:00:00Z,2014-04-11T00:00:00Z,02240112,10 mg,Suppository,Topical,No,,,No,
FRAXIPARINE FORTE,NADROPARIN CALCIUM,GlaxoSmithKline Inc.,Innovator,Resolved,2014-03-27T00:00:00Z,2014-05-15T00:00:00Z,02240114,19000 units,Solution,Injectable,Yes,,2014-05-16T00:00:00Z,No,
COUMADIN TAB 3MG,WARFARIN SODIUM,Bristol-Myers Squibb Canada,Innovator,Resolved,2015-11-16T00:00:00Z,2015-12-15T00:00:00Z,02240205,3 mg,Tablet,Oral,No,,2015-12-15T00:00:00Z,No,
COUMADIN TAB 6 MG,WARFARIN SODIUM,Bristol-Myers Squibb Canada,Innovator,Resolved,2015-10-01T00:00:00Z,2016-02-25T00:00:00Z,02240206,6 mg,Tablet,Oral,No,,,No,
ADACEL® (02240255),"ADACEL®: adsorbed vaccine containing tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis vaccine (Tdap)",Sanofi Pasteur Limited,Innovator,Resolved,2015-09-16T00:00:00Z,2015-11-02T00:00:00Z,02240255,"(Per 0.5 mL dose) diphtheria toxoid - 2 LF, tetanus toxoid - 5 LF, acellular pertussis (PT - 2.5 µG, FHA - 5 µG, PRN - 3 µG, FIM 2&3 - 5 µG)",Suspension,Vaccine,Yes,,2015-12-18T00:00:00Z,No,
MIDAZOLAM INJECTION,MIDAZOLAM,Sandoz Canada Inc.,Generic,Resolved,2013-08-14T00:00:00Z,2015-03-26T00:00:00Z,02240285,1 mg,Solution,Injectable,Yes,,,No,
MIDAZOLAM INJECTION,MIDAZOLAM,Sandoz Canada Inc.,Generic,Resolved,2013-08-14T00:00:00Z,2015-07-23T00:00:00Z,02240286,5 mg,Solution,Injectable,Yes,,,No,
DIVALPROEX-125,VALPROIC ACID (DIVALPROEX SODIUM),PRO DOC LIMITEE,Generic,Current,2015-12-24T00:00:00Z,2016-04-08T00:00:00Z,02240341,125 mg,Tablet (Enteric Coated),Oral,,,2016-05-15T00:00:00Z,No,
DIVALPROEX-250,VALPROIC ACID (DIVALPROEX SODIUM),PRO DOC LIMITEE,Generic,Current,2015-11-06T00:00:00Z,2016-04-08T00:00:00Z,02240342,250 mg,Tablet (Enteric Coated),Oral,,,2016-05-15T00:00:00Z,No,
DIVALPROEX-500,VALPROIC ACID (DIVALPROEX SODIUM),PRO DOC LIMITEE,Generic,Current,2015-11-06T00:00:00Z,2016-04-08T00:00:00Z,02240343,500 mg,Tablet (Enteric Coated),Oral,,,2016-05-15T00:00:00Z,No,
FENTANYL CITRATE INJECTION USP,FENTANYL (FENTANYL CITRATE),Sandoz Canada Inc.,Generic,Resolved,2014-02-17T00:00:00Z,2014-09-18T00:00:00Z,02240434,50 mcg,Liquid,Injectable,Yes,,,No,
FENTANYL CITRATE INJECTION USP,FENTANYL (FENTANYL CITRATE),Sandoz Canada Inc.,Generic,Current,2015-07-23T00:00:00Z,2016-02-09T00:00:00Z,02240434,50 mcg,Liquid,Injectable,Yes,,,No,
MYLAN-DOXAZOSIN,DOXAZOSIN (DOXAZOSIN MESYLATE),Mylan Pharmaceuticals ULC,Generic,Current,2014-05-16T00:00:00Z,2014-12-05T00:00:00Z,02240498,1 mg,Tablet,Oral,,,,No,
MYLAN-DOXAZOSIN,DOXAZOSIN (DOXAZOSIN MESYLATE),Mylan Pharmaceuticals ULC,Generic,Current,2014-06-19T00:00:00Z,2014-06-25T00:00:00Z,02240499,2 mg,Tablet,Oral,,,,No,
MYLAN-DOXAZOSIN,DOXAZOSIN (DOXAZOSIN MESYLATE),Mylan Pharmaceuticals ULC,Generic,Current,2014-06-19T00:00:00Z,2014-06-25T00:00:00Z,02240500,4 mg,Tablet,Oral,,,,No,
BUSULFEX,BUSULFAN,Otsuka Canada ,Innovator,Resolved,2014-04-29T00:00:00Z,2014-05-01T00:00:00Z,02240602,6 mg,Solution,Injectable,Yes,,2014-05-02T00:00:00Z,No,
BUSULFEX,BUSULFAN,Otsuka Canada ,Innovator,Resolved,2015-08-31T00:00:00Z,2015-09-04T00:00:00Z,02240602,6 mg,Solution,Injectable,Yes,,2015-09-04T00:00:00Z,No,
RATIO-DEXAMETHASONE,DEXAMETHASONE,Teva Canada Limited,Generic,Current,2016-01-29T00:00:00Z,2016-04-27T00:00:00Z,02240684,0.5 mg,Tablet,Oral,,,,Yes,2016-04-01T00:00:00Z
RATIO-DEXAMETHASONE,DEXAMETHASONE,Teva Canada Limited,Generic,Current,2016-01-29T00:00:00Z,2016-01-29T00:00:00Z,02240687,4 mg,Tablet,Oral,,,,Yes,2016-04-01T00:00:00Z
HERCEPTIN,TRASTUZUMAB,Hoffmann-La Roche Limited,Innovator,Resolved,2014-08-15T00:00:00Z,2014-10-08T00:00:00Z,02240692,440 mg,Powder for Solution,Injectable,Yes,,2014-10-06T00:00:00Z,No,
AGGRASTAT,AGGRASTAT,Correvio,Generic,Current,2013-11-12T00:00:00Z,2013-11-12T00:00:00Z,02240706,5 mg/100 mL,Infusion Bag,Injectable,Yes,,2014-01-31T00:00:00Z,No,
AGGRASTAT,TIROFIBAN (TIROFIBAN HYDROCHLORIDE),Correvio,Generic,Current,2014-06-20T00:00:00Z,2014-06-20T00:00:00Z,02240706,5 mg,Solution,Injectable,Yes,,2014-09-30T00:00:00Z,No,
CEFOXITIN FOR INJECTION,CEFOXITIN (CEFOXITIN SODIUM),Teva Canada Limited,Generic,Resolved,2014-09-26T00:00:00Z,2015-02-13T00:00:00Z,02240773,10 g,Powder for Solution,Injectable,Yes,,2015-02-09T00:00:00Z,No,
CEFOXITIN FOR INJECTION,CEFOXITIN (CEFOXITIN SODIUM),Teva Canada Limited,Generic,Resolved,2015-03-13T00:00:00Z,2015-08-06T00:00:00Z,02240773,10 g,Powder for Solution,Injectable,Yes,,2015-07-27T00:00:00Z,No,
APO-CEFADROXIL,CEFADROXIL,Apotex Inc.,Generic,Resolved,2015-08-10T00:00:00Z,2015-11-23T00:00:00Z,02240774,500 mg,Capsule,Oral,,,2015-11-23T00:00:00Z,No,
ADVAIR 100 DISKUS,FLUTICASONE+SALMETEROL,GlaxoSmithKline Inc.,Innovator,Resolved,2015-08-27T00:00:00Z,2015-09-18T00:00:00Z,02240835,100 mcg,Powder,Inhalation,No,0.0,2015-09-21T00:00:00Z,No,
TEVA-NABUMETONE,NABUMETONE,Teva Canada Limited,Generic,Resolved,2014-10-31T00:00:00Z,2015-04-06T00:00:00Z,02240868,750 mg,Tablet,Oral,,,2015-04-06T00:00:00Z,No,
REGULAR MULTI-TAR PLUS SHAMPOO,COAL TAR,Valeant Canada ,Generic,Resolved,2014-08-22T00:00:00Z,2015-03-24T00:00:00Z,02240942,0.0033,Shampoo,Topical,No,,,Yes,
MYLAN-BUDESONIDE AQ(Nasal),BUDESONIDE,Mylan Pharmaceuticals ULC,Generic,Resolved,2015-02-03T00:00:00Z,2015-05-21T00:00:00Z,02241003,64 mcg,Spray (Metered Dose),Topical,No,,2015-05-15T00:00:00Z,No,
Crinone,Crinone,EMD Serono a division of EMD Inc.,Innovator,Resolved,2013-11-20T00:00:00Z,2013-12-16T00:00:00Z,02241013,0.18,Gel,Topical,No,,,No,
CRINONE,PROGESTERONE,EMD Serono a division of EMD Inc.,Innovator,Resolved,2014-02-18T00:00:00Z,2014-04-03T00:00:00Z,02241013,0.08,Gel,Topical,No,,2014-04-04T00:00:00Z,No,
VARILRIX®,"VARILRIX®: varicella virus vaccine, live, attenuated (Oka-strain)",GlaxoSmithKline Inc.,Innovator,Resolved,2016-03-21T00:00:00Z,2016-04-29T00:00:00Z,02241047,Not less than 10³·³ plaque-forming units of the varicella-zoster virus per 0.5 mL of reconstituted vaccine,Lyophilized Vaccine for Reconstitution,Vaccine,Yes,,2016-05-07T00:00:00Z,No,
Avandia Tablets 2mg,Avandia Tablets 2mg,GlaxoSmithKline Inc.,Innovator,Resolved,2013-04-19T00:00:00Z,2013-06-19T00:00:00Z,02241112,2 mg,Tablet,Oral,No,,2013-06-12T00:00:00Z,No,
AVANDIA,ROSIGLITAZONE (ROSIGLITAZONE MALEATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-05-14T00:00:00Z,2016-01-15T00:00:00Z,02241112,2 mg,Tablet,Oral,No,,,No,
TOBRAMYCIN INJECTION USP,TOBRAMYCIN (TOBRAMYCIN SULFATE),Sandoz Canada Inc.,Generic,Resolved,2015-04-29T00:00:00Z,2015-05-28T00:00:00Z,02241209,10 mg,Liquid,Injectable,Yes,,2015-06-15T00:00:00Z,No,
TOBRAMYCIN INJECTION USP,TOBRAMYCIN (TOBRAMYCIN SULFATE),Sandoz Canada Inc.,Generic,Resolved,2014-10-02T00:00:00Z,2015-11-04T00:00:00Z,02241210,40 mg,Liquid,Injectable,Yes,,,No,
METHYLPREDNISOLONE SOD SUCC ,METHYLPREDNISOLONE SOD SUCC 1 GM INJ,Teva Canada Limited,Generic,Resolved,2013-04-19T00:00:00Z,2013-08-15T00:00:00Z,02241229,1000 mg,Powder for reconstitution,Injectable,Yes,,,No,
DACARBAZINE FOR INJECTION BP,Dacarbazine for Injection BP / Dacarbazine pour injection BP - 2227A001,Hospira Healthcare Corporation,Generic,Resolved,2013-12-18T00:00:00Z,2014-01-17T00:00:00Z,02241445,600 mg,Vial,Injectable,Yes,,2013-12-23T00:00:00Z,No,
DACARBAZINE FOR INJECTION BP,DACARBAZINE,Hospira Healthcare Corporation,Generic,Resolved,2014-10-02T00:00:00Z,2015-11-05T00:00:00Z,02241445,600 mg,Powder for Solution,Injectable,Yes,,2014-10-02T00:00:00Z,No,
DACARBAZINE FOR INJECTION BP,DACARBAZINE,Hospira Healthcare Corporation,Generic,Resolved,2015-01-13T00:00:00Z,2015-04-24T00:00:00Z,02241445,600 mg,Powder for Solution,Injectable,Yes,,2015-01-13T00:00:00Z,No,
VENTOLIN HFA,SALBUTAMOL (SALBUTAMOL SULFATE),GlaxoSmithKline Inc.,Innovator,Resolved,2015-11-25T00:00:00Z,2016-03-04T00:00:00Z,02241497,100 mcg,Aerosol (Metered Dose),Inhalation,No,3.0,2016-03-15T00:00:00Z,No,
VITAMIN B12,VITAMIN B12,Sandoz Canada Inc.,Generic,Resolved,2014-05-06T00:00:00Z,2014-07-07T00:00:00Z,02241500,100 mcg,Solution,Injectable,Yes,,,No,
DESFERRIOXAMINE MESILATE FOR INJECTION,DEFEROXAMINE MESYLATE,Hospira Healthcare Corporation,Generic,Resolved,2013-11-07T00:00:00Z,2014-03-04T00:00:00Z,02241600,500 mg,Powder for Solution,Injectable,Yes,,2014-01-31T00:00:00Z,No,
DESFERRIOXAMINE MESILATE FOR INJECTION,DEFEROXAMINE MESYLATE,Hospira Healthcare Corporation,Generic,Resolved,2014-06-20T00:00:00Z,2014-07-22T00:00:00Z,02241600,500 mg,Powder for Solution,Injectable,Yes,,2014-07-25T00:00:00Z,No,
DESFERRIOXAMINE MESILATE FOR INJECTION,DEFEROXAMINE MESYLATE,Hospira Healthcare Corporation,Generic,Resolved,2015-08-21T00:00:00Z,2015-09-18T00:00:00Z,02241600,500 mg,Powder for Solution,Injectable,Yes,,,No,
Lipidil Supra,Fenofibrate,BGP Pharma ULC,Generic,Resolved,2015-12-08T00:00:00Z,2016-04-08T00:00:00Z,02241602,160 mg,Tablet,Oral,No,,2016-06-03T00:00:00Z,No,
CEFUROXIME FOR INJECTION,CEFUROXIME (CEFUROXIME SODIUM),Fresenius Kabi,Generic,Resolved,2015-05-19T00:00:00Z,2015-07-27T00:00:00Z,02241638,750 mg,Powder for Solution,Injectable,Yes,,2015-07-24T00:00:00Z,No,
TEVA-CLINDAMYCIN,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Teva Canada Limited,Generic,Resolved,2015-11-26T00:00:00Z,2015-12-30T00:00:00Z,02241709,150 mg,Capsule,Oral,No,,2015-12-18T00:00:00Z,No,
TEVA-CLINDAMYCIN,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Teva Canada Limited,Generic,Resolved,2015-08-27T00:00:00Z,2015-10-15T00:00:00Z,02241710,300 mg,Capsule,Oral,No,,2015-10-09T00:00:00Z,No,
SANDOZ LEVOBUNOLOL(Opht.),LEVOBUNOLOL HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Current,2015-04-22T00:00:00Z,2015-04-22T00:00:00Z,02241716,0.005,Liquid,Topical,No,,2015-04-22T00:00:00Z,Yes,
PROCYTOX,Procytox (cyclophosphamide) - 2638B1071,Baxter Corporation,Innovator,Resolved,2013-11-18T00:00:00Z,2014-01-02T00:00:00Z,02241796,50 mg,Tablet,Oral,,,2013-12-18T00:00:00Z,No,
MYLAN-CARBAMAZEPINE CR,CARBAMAZEPINE,Mylan Pharmaceuticals ULC,Generic,Current,2014-12-18T00:00:00Z,2014-12-18T00:00:00Z,02241882,200 mg,Tablet (Extended Release),Oral,,,,No,
APO-FLUCONAZOLE-150,FLUCONAZOLE,Apotex Inc.,Generic,Current,2015-06-30T00:00:00Z,2016-03-16T00:00:00Z,02241895,150 mg,Capsule,Oral,No,,2016-07-31T00:00:00Z,No,
MARCaINE,Marcaine (Bupivacaine HCl Inj. USP/Chlorhydrate de bupivacaïne injectable USP) - 02077020,Hospira Healthcare Corporation,Generic,Resolved,2013-09-05T00:00:00Z,2013-11-21T00:00:00Z,02241919,100 mg/20 mL,Vial,Injectable,Yes,,2013-11-22T00:00:00Z,No,
MARCAINE 5 MG/ML,BUPIVACAINE HYDROCHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2013-12-11T00:00:00Z,2014-03-04T00:00:00Z,02241919,5 mg,Solution,Injectable,Yes,,2013-12-11T00:00:00Z,No,
NEO-SYNEPHRINE 10 MG/ML,PHENYLEPHRINE HYDROCHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2014-01-17T00:00:00Z,2015-04-27T00:00:00Z,02241980,0.01,Solution,Injectable,Yes,,,No,
CARBOCAINE 1%,MEPIVACAINE HYDROCHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2014-06-26T00:00:00Z,2014-07-24T00:00:00Z,02242000,0.01,Solution,Injectable,Yes,,2014-07-25T00:00:00Z,No,
RIVA-ATENOLOL 100 MG,ATENOLOL,LABORATOIRE RIVA INC,Generic,Resolved,2014-09-23T00:00:00Z,2015-10-19T00:00:00Z,02242093,100 mg,Tablet,Oral,No,,2014-10-03T00:00:00Z,No,
RIVA-ATENOLOL 50 MG,ATENOLOL,LABORATOIRE RIVA INC,Generic,Resolved,2014-09-23T00:00:00Z,2015-10-19T00:00:00Z,02242094,50 mg,Tablet,Oral,No,,2014-10-03T00:00:00Z,No,
AMIODARONE HYDROCHLORIDE FOR INJECTION,AMIODARONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Current,2013-08-13T00:00:00Z,2014-03-13T00:00:00Z,02242325,50 mg,Liquid,Injectable,Yes,,,Yes,
AMIODARONE HYDROCHLORIDE FOR INJECTION,AMIODARONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-12-04T00:00:00Z,2015-01-15T00:00:00Z,02242325,50 mg,Liquid,Injectable,Yes,,,No,
AMIODARONE HYDROCHLORIDE FOR INJECTION,AMIODARONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2015-02-03T00:00:00Z,2015-03-03T00:00:00Z,02242325,50 mg,Liquid,Injectable,Yes,,,No,
AMIODARONE HYDROCHLORIDE FOR INJECTION,AMIODARONE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Current,2015-04-13T00:00:00Z,2016-02-09T00:00:00Z,02242325,50 mg/2 mL,Liquid,Injectable,Yes,,2016-12-30T00:00:00Z,No,
TRIANAL C+,ACETYLSALICYLIC ACID,LABORATOIRES TRIANON INC,Generic,Current,2014-05-01T00:00:00Z,2014-05-01T00:00:00Z,02242406,330 mg,Capsule,Oral,No,,,No,
MYLAN-ACYCLOVIR,ACYCLOVIR,Mylan Pharmaceuticals ULC,Generic,Resolved,2015-04-24T00:00:00Z,2015-08-28T00:00:00Z,02242464,800 mg,Tablet,Oral,No,,2015-08-25T00:00:00Z,No,
DOSTINEX,CABERGOLINE,Pfizer Canada Inc.,Innovator,Resolved,2015-02-24T00:00:00Z,2015-09-28T00:00:00Z,02242471,0.5 mg,Tablet,Oral,No,2.0,2015-09-28T00:00:00Z,No,
MYLAN-TERBINAFINE,TERBINAFINE (TERBINAFINE HYDROCHLORIDE),Mylan Pharmaceuticals ULC,Generic,Current,2014-06-18T00:00:00Z,2014-06-25T00:00:00Z,02242503,250 mg,Tablet,Oral,No,,,No,
NAPRELAN,NAPROXEN (NAPROXEN SODIUM),"Alkermes, Inc.",Innovator,Current,2016-01-31T00:00:00Z,2015-11-26T00:00:00Z,02242505,375 mg,Tablet (Extended Release),Oral,No,,,Yes,
NAPRELAN,NAPROXEN (NAPROXEN SODIUM),"Alkermes, Inc.",Innovator,Current,2015-10-19T00:00:00Z,2015-11-26T00:00:00Z,02242506,500 mg,Tablet (Extended Release),Oral,No,,,Yes,
SANDOZ PROCTOMYXIN HC SUPPOSITORIES,HYDROCORTISONE,Sandoz Canada Inc.,Generic,Current,2015-11-30T00:00:00Z,2015-11-30T00:00:00Z,02242528,5 mg,Suppository,Topical,No,,,No,
Multi-12/K-1 Pediatric for Injection (code # 6461),Multi-12/K-1 Pediatric for Injection (code # 6461),Baxter Corporation,Innovator,Resolved,2013-07-02T00:00:00Z,2014-02-03T00:00:00Z,02242529,Not Listed,Injection,Injectable,Yes,,2014-02-01T00:00:00Z,No,
GENTAMICIN INJECTION USP,GENTAMICIN (GENTAMICIN SULFATE),Sandoz Canada Inc.,Generic,Current,2014-05-01T00:00:00Z,2016-02-05T00:00:00Z,02242652,40 mg,Solution,Injectable,Yes,,2015-06-30T00:00:00Z,No,
